,ticker,cik,shares_outstanding2013,shares_outstanding2014,shares_outstanding2015,shares_outstanding2016,shares_outstanding2017,shares_outstanding2018,shares_outstanding2019,net_income2013,net_income2014,net_income2015,net_income2016,net_income2017,net_income2018,net_income2019,eps2013,eps2014,eps2015,eps2016,eps2017,eps2018,eps2019,cfo2013,cfo2014,cfo2015,cfo2016,cfo2017,cfo2018,cfo2019,debt_proceeds2013,debt_proceeds2014,debt_proceeds2015,debt_proceeds2016,debt_proceeds2017,debt_proceeds2018,debt_proceeds2019,debt_repayments2013,debt_repayments2014,debt_repayments2015,debt_repayments2016,debt_repayments2017,debt_repayments2018,debt_repayments2019,capex2013,capex2014,capex2015,capex2016,capex2017,capex2018,capex2019,ppe_purchase2013,ppe_purchase2014,ppe_purchase2015,ppe_purchase2016,ppe_purchase2017,ppe_purchase2018,ppe_purchase2019,ppe_sale2013,ppe_sale2014,ppe_sale2015,ppe_sale2016,ppe_sale2017,ppe_sale2018,ppe_sale2019,ppe2013,ppe2014,ppe2015,ppe2016,ppe2017,ppe2018,ppe2019,ppe_prev2013,ppe_prev2014,ppe_prev2015,ppe_prev2016,ppe_prev2017,ppe_prev2018,ppe_prev2019,revenue2013,revenue2014,revenue2015,revenue2016,revenue2017,revenue2018,revenue2019,operating_income2013,operating_income2014,operating_income2015,operating_income2016,operating_income2017,operating_income2018,operating_income2019,dep_amort2013,dep_amort2014,dep_amort2015,dep_amort2016,dep_amort2017,dep_amort2018,dep_amort2019,ebitda2013,ebitda2014,ebitda2015,ebitda2016,ebitda2017,ebitda2018,ebitda2019,shares_outstanding_coalesced2013,shares_outstanding_coalesced2014,shares_outstanding_coalesced2015,shares_outstanding_coalesced2016,shares_outstanding_coalesced2017,shares_outstanding_coalesced2018,shares_outstanding_coalesced2019,capex_coalesced2013,capex_coalesced2014,capex_coalesced2015,capex_coalesced2016,capex_coalesced2017,capex_coalesced2018,capex_coalesced2019,net_debt_proceeds2013,net_debt_proceeds2014,net_debt_proceeds2015,net_debt_proceeds2016,net_debt_proceeds2017,net_debt_proceeds2018,net_debt_proceeds2019,fcfe2013,fcfe2014,fcfe2015,fcfe2016,fcfe2017,fcfe2018,fcfe2019,fcfe_per_share2013,fcfe_per_share2014,fcfe_per_share2015,fcfe_per_share2016,fcfe_per_share2017,fcfe_per_share2018,fcfe_per_share2019,avg_price2013,avg_price2014,avg_price2015,avg_price2016,avg_price2017,avg_price2018,avg_price2019,current_price,revenue_last_value,revenue_last_year,revenue_first_value,revenue_first_year,revenue_years_avail,revenue_years_between,shares_outstanding_last_value,shares_outstanding_last_year,shares_outstanding_first_value,shares_outstanding_first_year,shares_outstanding_years_avail,shares_outstanding_years_between,fcfe_last_value,fcfe_last_year,fcfe_first_value,fcfe_first_year,fcfe_years_avail,fcfe_years_between,fcfe_per_share_last_value,fcfe_per_share_last_year,fcfe_per_share_first_value,fcfe_per_share_first_year,fcfe_per_share_years_avail,fcfe_per_share_years_between,fcfe_yield2013,fcfe_yield2014,fcfe_yield2015,fcfe_yield2016,fcfe_yield2017,fcfe_yield2018,fcfe_yield2019,avg_fcfe_yield,revenue_CAGR,fcfe_per_share_CAGR,estimated_fcfe_multiplier,estimated_fcfe_per_share_CAGR,estimated_fcfe_f1,estimated_fcfe_f2,estimated_fcfe_f3,estimated_fcfe_f4,estimated_fcfe_f5,estimated_fcfe_f6,estimated_fcfe_f7,estimated_fcfe_f8,estimated_fcfe_f9,estimated_fcfe_f10,estimated_sale_price,estimated_total_cfs,estimated_IRR
369,ni,1111711,313646000.0,316636000.0,319836000.0,323524000.0,330756000.0,356491000.0,375986000.0,532100000.0,530000000.0,286500000.0,331500000.0,128500000.0,-50600000.0,,1.7,1.67,0.9,1.02,0.39,-0.18,0.87,1436800000.0,1319600000.0,1456800000.0,803300000.0,742200000.0,540100000.0,1583300000.0,,,,,,,,,,,,,,,,,,,,,,1879900000.0,2028500000.0,1360700000.0,1475200000.0,1695800000.0,1818200000.0,1802400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143400000.0,1262400000.0,799900000.0,858200000.0,910600000.0,124700000.0,890700000.0,577300000.0,605500000.0,524400000.0,547100000.0,570300000.0,599600000.0,717400000.0,1720700000.0,1867900000.0,1324300000.0,1405300000.0,1480900000.0,724300000.0,1608100000.0,313646000.0,316636000.0,319836000.0,323524000.0,330756000.0,356491000.0,375986000.0,1879900000.0,2028500000.0,1360700000.0,1475200000.0,1695800000.0,1818200000.0,1802400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-443100000.0,-708900000.0,96100000.0,-671900000.0,-953600000.0,-1278100000.0,-219100000.0,-1.4127392027955084,-2.2388483937391834,0.3004664890756513,-2.0768165576587827,-2.8830920678687613,-3.5852237503892104,-0.5827344635172587,11.633735645385014,14.901487509409584,17.780078539772642,23.204999991825648,25.17239049326376,25.122191242962717,27.97948207323295,24.0,,0,,0,0,0,375986000.0,2019,313646000.0,2013,7,6,-219100000.0,2019,-443100000.0,2013,7,6,-0.5827344635172587,2019,-1.4127392027955084,2013,7,6,-0.12143470041421542,-0.15024328224450453,0.016899052971196458,-0.08949866659730127,-0.11453390049070986,-0.14271142655175476,-0.02082720695086567,-0.08890716146830786,-1.0,-0.13721725468606893,-8.435765888975629,-0.1029129410145517,-0.5227635460461606,-0.4689644120673542,-0.4207019051903426,-0.3774062348367793,-0.3385662492524978,-0.3037234008136575,-0.2724663323809825,-0.2444260207882072,-0.21927142012840886,-0.1967055534025569,1.659361997565364,-25.70563307734158,
370,ipgp,1111928,52375000.0,52824000.0,53427000.0,53797000.0,54699000.0,54726000.0,53839000.0,155780000.0,200445000.0,242154000.0,260752000.0,347614000.0,404027000.0,180234000.0,2.97,3.79,4.53,4.85,6.36,7.38,3.35,119367000.0,180105000.0,256571000.0,292288000.0,405395000.0,393301000.0,323521000.0,,,,,,,,,,,,,,,,,,,,,,70919000.0,88601000.0,70119000.0,127042000.0,126535000.0,160343000.0,133536000.0,236000.0,434000.0,164000.0,658000.0,15882000.0,1026000.0,661000.0,252245000.0,275082000.0,288604000.0,379375000.0,460206000.0,543068000.0,600852000.0,210563000.0,252245000.0,275082000.0,288604000.0,379375000.0,460206000.0,543068000.0,,,,,,,,218147000.0,283758000.0,342043000.0,364313000.0,551112000.0,523405000.0,233793000.0,31524000.0,35612000.0,42415000.0,51475000.0,64568000.0,80271000.0,96268000.0,249671000.0,319370000.0,384458000.0,415788000.0,615680000.0,603676000.0,330061000.0,52375000.0,52824000.0,53427000.0,53797000.0,54699000.0,54726000.0,53839000.0,70683000.0,88167000.0,69955000.0,126384000.0,110653000.0,159317000.0,132875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48684000.0,91938000.0,186616000.0,165904000.0,294742000.0,233984000.0,190646000.0,0.9295274463007159,1.7404588823262153,3.4929155670353937,3.0838894362139158,5.388434889120459,4.275554581003545,3.5410390237560128,63.008690622117776,69.0327777711172,87.69829362536234,87.40234111604236,156.60968117884906,200.08282850653046,141.0355774776869,175.0,,0,,0,0,0,53839000.0,2019,52375000.0,2013,7,6,190646000.0,2019,48684000.0,2013,7,6,3.5410390237560128,2019,0.9295274463007159,2013,7,6,0.01475236887361101,0.02521206502940999,0.039828774570651884,0.035283831037426064,0.034406780274118816,0.021368923125074657,0.02510741677443933,0.02799430852639025,-1.0,0.24971624678633675,26.791160042155518,0.18728718508975256,4.204230254808243,4.991628704700452,5.926496793817008,7.036453695774439,8.35429130147042,9.918943002742619,11.776633916791985,13.982246532900465,16.600942127278344,19.710085848134195,528.0560644019878,455.55801658040605,0.10039995631246157
371,trow,1113169,,,,,,,,1047700000.0,1229600000.0,1223000000.0,1215000000.0,1497800000.0,1837500000.0,2131300000.0,3.9,4.55,4.63,4.75,5.97,7.27,8.7,1233200000.0,1291300000.0,1506400000.0,170500000.0,229500000.0,1619900000.0,1522700000.0,,,,,,,,,,,,,,,,,,,,,,105800000.0,126200000.0,151300000.0,148300000.0,186100000.0,168500000.0,204600000.0,,,,,,,,572900000.0,586400000.0,607100000.0,615100000.0,652000000.0,661300000.0,674400000.0,561000000.0,572900000.0,586400000.0,607100000.0,615100000.0,652000000.0,661300000.0,,,,,,,,1637400000.0,1890900000.0,1898900000.0,1733400000.0,2108800000.0,2361400000.0,2387000000.0,,,,,,,,1637400000.0,1890900000.0,1898900000.0,1733400000.0,2108800000.0,2361400000.0,2387000000.0,268641025.64102566,270241758.2417582,264146868.25054,255789473.6842105,250887772.19430485,252751031.63686383,244977011.49425292,105800000.0,126200000.0,151300000.0,148300000.0,186100000.0,168500000.0,204600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127400000.0,1165100000.0,1355100000.0,22200000.0,43400000.0,1451400000.0,1318100000.0,4.196678438484299,4.311324821080027,5.130100572363042,0.08679012345679013,0.17298571237815466,5.742409795918367,5.380504856191057,60.47592421940395,66.90045353722951,66.69290933154878,63.40416463216147,74.20834689501272,103.70432190306158,104.47235368827423,133.0,,0,,0,0,0,244977011.49425292,2019,268641025.64102566,2013,7,6,1318100000.0,2019,1127400000.0,2013,7,6,5.380504856191057,2019,4.196678438484299,2013,7,6,0.06939420095935925,0.06444388031959772,0.07692122931479721,0.0013688394754556269,0.0023310816049155296,0.0553729072283615,0.05150170993797524,0.04590483554863745,-1.0,0.04228436322152795,16.338148062971584,0.031713272416145966,5.5511382724318405,5.727183032685166,5.90881074837784,6.096198473296599,6.289528876183144,6.488990418802756,6.69477753966001,6.907090843540742,7.126137297065017,7.352130430441699,120.12019555083548,51.26218148332028,-0.09093582260004064
372,tpr,1116132,,280379000.0,277200000.0,279300000.0,282800000.0,288600000.0,290800000.0,,781336000.0,402400000.0,460500000.0,591000000.0,397500000.0,643400000.0,,2.79,1.45,1.65,2.09,1.38,2.21,,985410000.0,937400000.0,758600000.0,853800000.0,996700000.0,791700000.0,,,,,,,,,,,,,,,,,,,,,,,219587000.0,199300000.0,396400000.0,283100000.0,267400000.0,274200000.0,,,,,126000000.0,0.0,0.0,,713900000.0,732600000.0,919500000.0,691400000.0,885400000.0,938800000.0,,694771000.0,713900000.0,732600000.0,919500000.0,691400000.0,885400000.0,,,,,,5880000000.0,,,1120074000.0,618000000.0,653500000.0,787400000.0,670800000.0,814100000.0,,189360000.0,,,,,,,1309434000.0,618000000.0,653500000.0,787400000.0,670800000.0,814100000.0,,280379000.0,277200000.0,279300000.0,282800000.0,288600000.0,290800000.0,,219587000.0,199300000.0,396400000.0,157100000.0,267400000.0,274200000.0,,0.0,0.0,0.0,0.0,0.0,0.0,,765823000.0,738100000.0,362200000.0,696700000.0,729300000.0,517500000.0,,2.731385018136166,2.662698412698413,1.2968134622269958,2.463578500707213,2.5270270270270268,1.779573590096286,41.82606789422414,32.327339732457716,28.79763331488957,32.810359477996826,37.31601553989122,42.9730900084355,28.28933970386764,13.0,5880000000.0,2018,5880000000.0,2018,1,0,290800000.0,2019,280379000.0,2014,6,5,517500000.0,2019,765823000.0,2014,6,5,1.779573590096286,2019,2.731385018136166,2014,6,5,,0.08449148741409629,0.09246240423936808,0.039524512466761016,0.06601933419374911,0.058804871293429886,0.06290615506494086,0.06736812744539088,0.0,-0.08211852302264833,11.132861019596485,-0.06158889226698625,1.669971623974672,1.567119921536772,1.4706027415197955,1.3800299477047984,1.2950354319303927,1.2152756342313016,1.1404281541199366,1.0701904473976058,1.0042786032276771,0.942426196527448,10.491899867167,10.2472585693374,-0.023513071111648576
373,ndaq,1120193,,,,,,,,385000000.0,414000000.0,428000000.0,108000000.0,734000000.0,458000000.0,774000000.0,2.25,2.39,2.5,0.64,4.33,2.73,4.63,,,,,909000000.0,1028000000.0,963000000.0,,,,1558000000.0,,,,,,,,,,,,,,,,,,115000000.0,140000000.0,133000000.0,134000000.0,144000000.0,111000000.0,127000000.0,,,,,,,,268000000.0,292000000.0,323000000.0,362000000.0,400000000.0,376000000.0,384000000.0,211000000.0,268000000.0,292000000.0,323000000.0,362000000.0,400000000.0,376000000.0,3211000000.0,3500000000.0,3403000000.0,3705000000.0,3965000000.0,,,688000000.0,754000000.0,720000000.0,839000000.0,999000000.0,1028000000.0,1017000000.0,,,,,,,,688000000.0,754000000.0,720000000.0,839000000.0,999000000.0,1028000000.0,1017000000.0,171111111.11111107,173221757.32217568,171200000.0,168750000.0,169515011.54734412,167765567.76556778,167170626.34989202,115000000.0,140000000.0,133000000.0,134000000.0,144000000.0,111000000.0,127000000.0,0.0,0.0,0.0,1558000000.0,0.0,0.0,0.0,,,,,765000000.0,917000000.0,836000000.0,,,,,4.512874659400545,5.465960698689956,5.000878552971576,,,,,,,,,3965000000.0,2017,3211000000.0,2013,5,4,167170626.34989202,2019,171111111.11111107,2013,7,6,836000000.0,2019,765000000.0,2017,3,2,5.000878552971576,2019,4.512874659400545,2017,3,2,,,,,,,,0.0,0.05414589410533477,0.052680354599282435,inf,0.03951026594946183,5.198464594580443,5.403857313241178,5.617365152840283,5.839308743964242,6.070021385399286,6.309849544655336,6.5591533782657585,6.818307272644351,7.087700406311679,7.367737334335164,inf,,
374,grmn,1121788,,,,,,,,612412000.0,364211000.0,456227000.0,510814000.0,694955000.0,694080000.0,952486000.0,3.12,1.88,2.39,2.7,3.68,3.66,4.99,,,,,660842000.0,919520000.0,698549000.0,,,,,,,,,,,,,,,,,,,,,,56083000.0,73339000.0,80592000.0,90960000.0,139696000.0,155755000.0,118031000.0,885000.0,748000.0,7921000.0,676000.0,361000.0,1600000.0,529000.0,414848000.0,430887000.0,446089000.0,482878000.0,595684000.0,663527000.0,728921000.0,409751000.0,414848000.0,430887000.0,446089000.0,482878000.0,595684000.0,663527000.0,,,,,,,,574032000.0,690626000.0,549581000.0,623909000.0,668860000.0,778343000.0,945586000.0,,,,,,,,574032000.0,690626000.0,549581000.0,623909000.0,668860000.0,778343000.0,945586000.0,196285897.43589744,193729255.31914896,190889958.1589958,189190370.3703704,188846467.39130437,189639344.26229507,190878957.91583169,55198000.0,72591000.0,72671000.0,90284000.0,139335000.0,154155000.0,117502000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,521507000.0,765365000.0,581047000.0,,,,,2.7615396104783763,4.035897735131397,3.0440599966823663,29.401215954432413,41.61046364193871,34.41121718240163,37.825689399053175,47.182001623024505,59.20798521307836,80.45638030458731,96.0,,0,,0,0,0,190878957.91583169,2019,196285897.43589744,2013,7,6,581047000.0,2019,521507000.0,2017,3,2,3.0440599966823663,2019,2.7615396104783763,2017,3,2,,,,,0.0585295137019105,0.0681647538014841,0.0378349111053509,0.0548430595362485,-1.0,0.04990732437006562,13.675385843568554,0.03743049327754922,3.1580006639246423,3.276206186546169,3.3988362001875503,3.5260563157301603,3.6580383429523575,3.7949605225572527,3.937007766885397,4.084371909637459,4.2372519649441545,4.395854396133279,60.11500497926962,1.5815892487680348,-0.3367423816457016
375,gpn,1123360,,,,,,,,,245286000.0,278040000.0,271666000.0,468425000.0,452053000.0,430613000.0,,3.37,4.12,2.04,3.01,2.84,2.16,,194098000.0,424701000.0,585001000.0,512388000.0,1106082000.0,1391278000.0,,,,,,,,,,,,,,,,81411000.0,92550000.0,91591000.0,181905000.0,213290000.0,307868000.0,,,,,,,,,,,,37565000.0,0.0,0.0,,369753000.0,374143000.0,493678000.0,588348000.0,653542000.0,1382802000.0,,348064000.0,369753000.0,374143000.0,526370000.0,588348000.0,653542000.0,,2554236000.0,2773718000.0,2898150000.0,3975163000.0,,,,405499000.0,456597000.0,424944000.0,558868000.0,737055000.0,791417000.0,,,,,,,,,405499000.0,456597000.0,424944000.0,558868000.0,737055000.0,791417000.0,,72785163.20474777,67485436.89320388,133169607.84313723,155622923.58803988,159173591.54929578,199357870.3703704,,81411000.0,92550000.0,91591000.0,181905000.0,213290000.0,307868000.0,,0.0,0.0,0.0,0.0,0.0,0.0,,112687000.0,332151000.0,493410000.0,330483000.0,892792000.0,1083410000.0,,1.5482138809389856,4.921817436340095,3.7051246751525766,2.123613876287559,5.60892036995662,5.434498261780299,25.387436049325125,35.935327847798675,54.543120565868556,69.857273132082,89.4568275968392,113.07993578055941,150.97807746674434,172.0,3975163000.0,2017,2554236000.0,2014,4,3,199357870.3703704,2019,72785163.20474777,2014,6,5,1083410000.0,2019,112687000.0,2014,6,5,5.434498261780299,2019,1.5482138809389856,2014,6,5,,0.04308333814279716,0.09023718088143312,0.05303849562159614,0.023738980392398728,0.04960137562194211,0.035995280592822136,0.04928244187549823,0.15886089090113975,0.2854811109884625,15.218401756445385,0.2141108332413469,6.5980832128587315,8.010804307359654,9.726004292541804,11.808447175726846,14.336763639808144,17.406420048711713,21.133323149090266,25.658196577700625,31.151894426422373,37.82185249911013,575.5881465044761,587.2399358338064,0.13065137067897625
376,pfg,1126328,,,,,,,,912700000.0,1144100000.0,1234000000.0,1316500000.0,2310400000.0,1546500000.0,1394200000.0,2.95,3.65,4.06,4.5,7.88,5.36,4.96,,,,,4188000000.0,5156500000.0,5493200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500700000.0,590200000.0,633800000.0,699000000.0,759500000.0,767300000.0,967700000.0,464200000.0,500700000.0,590200000.0,633800000.0,699000000.0,759500000.0,767300000.0,9289500000.0,10477600000.0,11964400000.0,12394100000.0,14093200000.0,14237200000.0,16222100000.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309389830.5084745,313452054.79452056,303940886.69950736,292555555.55555564,293197969.54314715,288526119.40298504,281088709.67741936,36500000.0,89500000.0,43600000.0,65200000.0,60500000.0,7800000.0,200400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4127500000.0,5148700000.0,5292800000.0,,,,,14.07751904432133,17.844831555124475,18.829642805910197,31.171160970415396,39.909019682142464,42.14821241772364,39.52505212359958,57.1362423991777,52.2500841665078,51.4683262038516,44.0,16222100000.0,2019,9289500000.0,2013,7,6,281088709.67741936,2019,309389830.5084745,2013,7,6,5292800000.0,2019,4127500000.0,2017,3,2,18.829642805910197,2019,14.07751904432133,2017,3,2,,,,,0.24638510432607535,0.3415273265064514,0.3658491385814893,0.3179205231380053,0.09736841475425816,0.15653286630587934,2.3590801644297565,0.11739964972940953,21.040236275853953,23.51035264486323,26.270459810385066,29.354602590354805,32.80082265240848,36.65162774263772,40.9545160016361,45.76256183506568,51.135070565222854,57.138309938468645,134.79385360488104,455.41241366177763,0.2632671962656252
377,cnp,1130310,430930000.0,431668000.0,430180000.0,433603000.0,434308000.0,452465000.0,505157000.0,311000000.0,611000000.0,-692000000.0,432000000.0,1792000000.0,368000000.0,791000000.0,0.72,1.42,-1.61,1.0,4.13,0.74,1.33,,,,,1421000000.0,2136000000.0,1638000000.0,,,,,,,,,,,,,,,1286000000.0,1372000000.0,1584000000.0,1414000000.0,1426000000.0,1651000000.0,2506000000.0,,,,,,,,,,,,,,5000000.0,9593000000.0,10502000000.0,11537000000.0,12307000000.0,13057000000.0,14044000000.0,20945000000.0,13597000000.0,9593000000.0,10502000000.0,11537000000.0,12307000000.0,13057000000.0,14044000000.0,8106000000.0,9226000000.0,7386000000.0,7528000000.0,9614000000.0,10589000000.0,12301000000.0,1010000000.0,935000000.0,933000000.0,959000000.0,1072000000.0,831000000.0,1226000000.0,954000000.0,1013000000.0,970000000.0,1126000000.0,1036000000.0,1243000000.0,1287000000.0,1964000000.0,1948000000.0,1903000000.0,2085000000.0,2108000000.0,2074000000.0,2513000000.0,430930000.0,431668000.0,430180000.0,433603000.0,434308000.0,452465000.0,505157000.0,1286000000.0,1372000000.0,1584000000.0,1414000000.0,1426000000.0,1651000000.0,2506000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-5000000.0,485000000.0,-868000000.0,,,,,-0.0115125671182663,1.0719061142850828,-1.7182776839675586,17.291990999191526,18.601031432076105,15.810445895270696,18.69014228714837,25.01260945901453,25.239461518853783,27.828930455849942,19.0,12301000000.0,2019,8106000000.0,2013,7,6,505157000.0,2019,430930000.0,2013,7,6,-868000000.0,2019,-5000000.0,2017,3,2,-1.7182776839675586,2019,-0.0115125671182663,2017,3,2,,,,,-0.00046027053423317157,0.04246945258655272,-0.0617442947257198,-0.0065783708911334145,0.07198564526372153,11.216887855493988,-114.00999007381589,8.412665891620492,-16.173573748214093,-152.2364459654234,-1432.9508024002666,-13487.887142123209,-126956.97525268966,-1195003.5906642992,-11248169.538209863,-105875261.7554726,-996568465.0921283,-9380366000.037266,1069455434553.0088,1058960039587.7716,10.874425227527942
378,noc,1133421,233900000.0,212100000.0,191600000.0,180500000.0,175600000.0,174600000.0,170000000.0,1952000000.0,2069000000.0,1990000000.0,2200000000.0,2015000000.0,3229000000.0,2248000000.0,8.35,9.75,10.39,12.19,11.47,18.49,13.22,2483000000.0,2593000000.0,2162000000.0,2813000000.0,2613000000.0,3827000000.0,4297000000.0,,,,,,,,,,,,,,,,,,,,,,364000000.0,561000000.0,471000000.0,920000000.0,928000000.0,1249000000.0,1264000000.0,,,,,,,,2806000000.0,2991000000.0,3064000000.0,3588000000.0,4225000000.0,6372000000.0,6912000000.0,2887000000.0,2806000000.0,2991000000.0,3064000000.0,3588000000.0,4225000000.0,6372000000.0,,,,,,30095000000.0,33841000000.0,3123000000.0,3196000000.0,3076000000.0,3193000000.0,3299000000.0,3780000000.0,3969000000.0,,462000000.0,467000000.0,456000000.0,475000000.0,800000000.0,1018000000.0,3123000000.0,3658000000.0,3543000000.0,3649000000.0,3774000000.0,4580000000.0,4987000000.0,233900000.0,212100000.0,191600000.0,180500000.0,175600000.0,174600000.0,170000000.0,364000000.0,561000000.0,471000000.0,920000000.0,928000000.0,1249000000.0,1264000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119000000.0,2032000000.0,1691000000.0,1893000000.0,1685000000.0,2578000000.0,3033000000.0,9.059427105600683,9.58038661008958,8.825678496868475,10.487534626038784,9.595671981776766,14.765177548682704,17.841176470588234,,,,,,,,,33841000000.0,2019,30095000000.0,2018,2,1,170000000.0,2019,233900000.0,2013,7,6,3033000000.0,2019,2119000000.0,2013,7,6,17.841176470588234,2019,9.059427105600683,2013,7,6,,,,,,,,0.0,0.12447250373816245,0.11957654723900868,inf,0.08968241042925651,19.441216181364325,21.184751310185344,23.08465087202712,25.154938006148356,27.410893480738252,29.86916848011046,32.54790750692434,35.46688230657381,38.6476378022381,42.11365111773967,inf,,
379,zbh,1136869,171800000.0,171700000.0,189800000.0,202400000.0,203700000.0,203500000.0,206700000.0,761000000.0,720100000.0,147000000.0,305900000.0,1813800000.0,-379200000.0,1131600000.0,4.43,4.19,0.77,1.51,8.9,-1.86,5.47,963100000.0,,,,,1747400000.0,1585800000.0,,,,,,,,,,,,,,,,,,,,,,100000000.0,144900000.0,167700000.0,184700000.0,156000000.0,162700000.0,207100000.0,,,,,,,,1224700000.0,1288800000.0,2062600000.0,2037900000.0,2038600000.0,2015400000.0,2077400000.0,1210700000.0,1224700000.0,1285300000.0,2062600000.0,2037900000.0,2038600000.0,2015400000.0,,,,,,,,1035600000.0,1034700000.0,467300000.0,825900000.0,808200000.0,33800000.0,1137500000.0,358500000.0,375800000.0,712400000.0,1039300000.0,1062700000.0,1040500000.0,1006100000.0,1394100000.0,1410500000.0,1179700000.0,1865200000.0,1870900000.0,1074300000.0,2143600000.0,171800000.0,171700000.0,189800000.0,202400000.0,203700000.0,203500000.0,206700000.0,100000000.0,144900000.0,167700000.0,184700000.0,156000000.0,162700000.0,207100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863100000.0,,,,,1584700000.0,1378700000.0,5.023864959254949,,,,,7.787223587223588,6.6700532172230265,75.55620400867765,96.44186749534002,104.28456079392204,109.89936989072771,115.59809848131887,115.46355888093136,127.19113074070904,134.0,,0,,0,0,0,206700000.0,2019,171800000.0,2013,7,6,1378700000.0,2019,863100000.0,2013,3,6,6.6700532172230265,2019,5.023864959254949,2013,3,6,0.06649175967969427,,,,,0.06744312805440156,0.052441181852691865,0.062125356528929226,-1.0,0.048371542269215695,12.07236532559384,0.03627865670191177,6.912033788074144,7.162793088983703,7.422649600485767,7.691933357160371,7.970986366798778,8.260163044775489,8.559830664178719,8.870369822270954,9.192174923872123,9.5256546822792,114.997183289928,62.56577262880724,-0.07333405843459072
380,fis,1136893,294200000.0,288700000.0,288700000.0,330000000.0,336000000.0,332000000.0,451000000.0,793100000.0,679100000.0,631500000.0,568000000.0,1319000000.0,846000000.0,298000000.0,1.68,2.35,2.19,1.72,3.93,2.55,0.66,1060300000.0,1164900000.0,1136900000.0,1925000000.0,1741000000.0,1993000000.0,2410000000.0,,,,,,,,,,,,,,,,,,,,,,131700000.0,148500000.0,133300000.0,145000000.0,145000000.0,127000000.0,200000000.0,,,,,,,,439000000.0,483300000.0,610700000.0,626000000.0,610000000.0,587000000.0,900000000.0,419500000.0,439000000.0,483300000.0,611000000.0,626000000.0,610000000.0,587000000.0,,,,,,,,1179700000.0,1270600000.0,1099200000.0,1298000000.0,1492000000.0,1458000000.0,969000000.0,614600000.0,626300000.0,669500000.0,1174000000.0,1391000000.0,1420000000.0,2444000000.0,1794300000.0,1896900000.0,1768700000.0,2472000000.0,2883000000.0,2878000000.0,3413000000.0,294200000.0,288700000.0,288700000.0,330000000.0,336000000.0,332000000.0,451000000.0,131700000.0,148500000.0,133300000.0,145000000.0,145000000.0,127000000.0,200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928600000.0,1016400000.0,1003600000.0,1780000000.0,1596000000.0,1866000000.0,2210000000.0,3.156356220258328,3.520609629373052,3.4762729476965712,5.393939393939394,4.75,5.620481927710843,4.900221729490021,39.653098507533,51.25310964432974,61.397808105226545,67.8555673266214,84.19275914530354,100.6186455350473,121.52820176812284,143.0,,0,,0,0,0,451000000.0,2019,294200000.0,2013,7,6,2210000000.0,2019,928600000.0,2013,7,6,4.900221729490021,2019,3.156356220258328,2013,7,6,0.07959923282309721,0.06869065416331369,0.05661884446654456,0.07949147883438623,0.05641815339252919,0.05585924853016559,0.0403216838412511,0.06242847086446965,-1.0,0.0760644574066911,12.013749329664467,0.057048343055018325,5.179771259759624,5.475268627532916,5.787623630514793,6.1177979688617325,6.466808206130652,6.835728899145002,7.225695906414528,7.637909885294906,8.073639988654527,8.534227772430004,102.52807318023486,26.86254532497353,-0.15397906016120322
381,pru,1137774,,,,,,,,1366000000.0,1381000000.0,5642000000.0,4368000000.0,7863000000.0,4074000000.0,4186000000.0,-1.55,,12.17,9.71,17.86,9.5,10.11,8445000000.0,19396000000.0,13895000000.0,14778000000.0,13445000000.0,21664000000.0,19625000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41461000000.0,54105000000.0,57119000000.0,58779000000.0,59689000000.0,62992000000.0,64807000000.0,,,,,,,,,,,,,161000000.0,460000000.0,0.0,0.0,0.0,0.0,0.0,161000000.0,460000000.0,-881290322.5806451,,463599013.9687757,449845520.0823893,440257558.79059345,428842105.26315784,414045499.5054402,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,56.45299955398318,69.51723888942173,68.74216913798499,67.88176410917252,95.56995686686848,91.88538445704486,88.68138672726087,64.0,64807000000.0,2019,41461000000.0,2013,7,6,414045499.5054402,2019,-881290322.5806451,2013,6,6,,0,,0,0,0,,0,,0,0,0,,,,,,,,,0.07728436675905638,-1.0,0.0,-0.75,,,,,,,,,,,,,
