,ticker,sector,industry,price,eps_ttm,pe_ttm,roa_ttm,roe_ttm,debt_equity_ratio_mrq,revenue_ttm,ma_200,ma_50,current_ratio_mrq,div_yield_ttm,div_yield_5y_avg,high_52,low_52,growth_est_f5y,growth_est_p5y,growth_est_f1y,predicted_intrinsic_value,predicted_premium_percent,size_filter,pe_filter,div_filter,strong_div_filter,div_above_5y_avg_filter,current_ratio_mrq_filter,roa_ttm_filter
0,pld,Real Estate,REIT—Industrial,99.91,2.54,40.03,0.021,0.060599999999999994,42.63,4250000000.0,89.18,94.64,0.89,2.22,2.93,101.89,59.82,-0.0605,0.1341,-0.254,-26.947824298602978,-470.7534934654428,True,True,True,False,False,False,False
0,pm,Consumer Defensive,Tobacco,76.85,4.67,16.82,0.1766,,,29160000000.0,76.76,73.01,1.13,6.09,4.84,90.17,56.01,0.0527,0.0391,0.109,22.739088166270133,237.9642993512594,True,True,True,True,True,False,True
0,pnc,Financial Services,Banks—Regional,106.84,16.11,6.51,0.0073,0.061900000000000004,,14180000000.0,116.27,107.19,,4.31,2.45,161.79,79.41,-0.0738,0.11900000000000001,-0.455,-33.01849099138654,-423.57626527472473,True,True,True,True,True,False,False
0,pnr,Industrials,Specialty Industrial Machinery,42.38,1.98,21.73,0.06570000000000001,0.1814,56.32,2890000000.0,37.66,39.0,1.34,1.75,2.21,47.43,22.01,0.039,-0.1036,0.136,8.968535793967696,372.5409027023687,True,True,True,False,False,True,False
0,pnw,Utilities,Utilities—Regulated Electric,81.38,4.88,16.45,0.0235,0.1038,109.17,3390000000.0,82.36,77.13,0.47,3.74,3.35,105.51,60.05,0.0436,0.1363,0.040999999999999995,18.87975901948035,331.04363734744277,True,True,True,False,True,False,False
0,prgo,Healthcare,Drug Manufacturers—Specialty & Generic,55.8,1.37,41.27,0.0263,0.032799999999999996,62.18,5000000000.0,53.64,55.19,1.86,1.53,0.98,63.86,40.01,0.1,-0.1331,0.069,34.13054732356866,63.48990677177806,True,True,True,False,True,True,False
0,pru,Financial Services,Insurance—Life,64.91,7.27,8.84,0.0026,0.052000000000000005,62.04,63080000000.0,67.26,62.96,0.8,6.32,3.62,103.56,38.62,0.09,0.0706,0.26,34.22691647679358,89.64606421384775,True,True,True,True,True,False,False
0,psa,Real Estate,REIT—Industrial,185.36,7.35,25.25,0.08470000000000001,0.16829999999999998,27.01,2950000000.0,201.73,194.06,2.07,4.32,3.46,266.76,155.37,0.17,0.0641,0.001,218.81828948338168,-15.29044467095273,True,True,True,True,True,True,False
0,psx,Energy,Oil & Gas Refining & Marketing,65.06,0.83,78.1,0.0408,0.027000000000000003,54.84,105070000000.0,73.43,70.03,1.11,5.53,3.17,119.92,40.04,-0.06,0.0812,3.108,-17.055437751526163,-481.46191817432697,True,False,True,True,True,False,False
0,pwr,Industrials,Engineering & Construction,40.68,2.17,18.9,0.043,0.087,51.51,12070000000.0,36.58,39.07,1.78,0.44,,44.09,23.77,0.0875,0.26039999999999996,0.221,21.130251041251384,92.52019259299264,True,True,True,False,False,True,False
0,pxd,Energy,Oil & Gas E&P,99.68,4.16,23.66,0.0707,0.056900000000000006,23.85,9440000000.0,100.7,97.43,1.0,1.43,0.29,159.01,48.62,0.1744,0.43770000000000003,0.9209999999999999,120.0917888631064,-16.996823060379217,True,True,True,False,True,False,False
0,pypl,Financial Services,Credit Services,172.56,1.58,112.57,0.0326,0.1204,54.32,18260000000.0,131.32,170.1,1.39,,,183.99,82.07,0.15810000000000002,0.24230000000000002,0.23399999999999999,190.4945574395107,-9.414734825274785,True,False,False,False,False,True,False
0,qcom,Technology,Semiconductors,88.89,3.41,27.22,0.1573,1.1715,540.85,24740000000.0,82.17,90.39,1.57,2.79,3.58,96.17,58.0,0.2741,-0.0836,0.602,216.36741364972536,-58.917103781670676,True,True,True,False,False,True,True
0,qrvo,Technology,Semiconductors,111.92,2.8,41.12,0.053200000000000004,0.07730000000000001,38.39,3240000000.0,100.79,112.24,3.14,,,122.36,67.54,0.0907,0.0634,0.267,61.88176940546791,80.86102106529405,True,True,False,False,False,True,False
0,rcl,Consumer Cyclical,Travel Services,50.83,0.88,56.09,0.0318,0.0189,155.65,10540000000.0,63.65,54.07,0.51,5.98,2.34,135.32,19.25,-0.41090000000000004,0.3283,0.757,-45.34226293100781,-212.10291836854785,True,False,True,True,True,False,False
0,re,Financial Services,Insurance—Reinsurance,224.01,16.45,13.42,0.0155,0.079,9.9,8230000000.0,221.45,213.48,1.77,2.63,2.26,294.31,157.32,0.0352,-0.0688,0.903,41.218736185719294,443.46644446030064,True,True,True,False,True,True,False
0,reg,Real Estate,REIT—Retail,39.96,0.74,54.08,0.0226,0.02,74.05,1160000000.0,48.48,44.79,4.9,5.88,3.35,70.13,31.8,0.091,-0.0252,0.374,21.59303420751185,85.05967996891609,True,False,True,True,True,True,False
0,regn,Healthcare,Biotechnology,608.94,19.91,32.01,0.10769999999999999,0.2113,5.89,8320000000.0,512.45,620.63,4.21,,,664.64,271.37,0.0886,0.21600000000000003,0.198,333.2097689352993,82.74974408635674,True,True,False,False,False,True,True
0,rf,Financial Services,Banks—Regional,10.92,0.67,15.86,0.004,0.0317,,4520000000.0,11.93,11.28,,5.68,2.73,17.54,6.94,-0.21600000000000003,0.20309999999999997,1.3019999999999998,-7.394770126890594,-247.67193317193374,True,True,True,True,True,False,False
0,rhi,Industrials,Staffing & Employment Services,52.73,3.2,16.37,,,24.45,5700000000.0,50.52,52.44,,2.47,1.94,63.84,32.38,0.027000000000000003,0.1001,0.225,7.380350030290207,614.4647582240292,True,True,True,False,True,False,False
0,rjf,Financial Services,Capital Markets,72.12,6.75,10.54,0.0218,0.1449,57.89,7880000000.0,74.74,71.14,4.53,1.97,1.37,102.45,54.21,-0.0668,0.2168,0.08800000000000001,-20.55935185011406,-450.7892686782336,True,True,True,False,True,True,False
0,rl,Consumer Cyclical,Apparel Manufacturing,71.45,4.98,14.38,0.056900000000000006,0.1285,119.83,6160000000.0,85.8,73.02,1.61,3.85,2.22,128.29,59.82,0.0165,0.0231,1.936,6.037660462745176,1083.4054008315902,True,True,True,False,True,True,False
0,rmd,Healthcare,Medical Instruments & Supplies,202.44,3.52,58.37,0.11,0.2397,66.78,2890000000.0,166.03,185.24,2.66,0.77,1.56,209.0,108.85,0.21100000000000002,0.1042,0.028999999999999998,325.9579625450535,-37.8938319471122,True,False,True,False,False,True,True
0,rok,Industrials,Specialty Industrial Machinery,226.19,6.08,37.68,0.1277,0.6286,255.21,6760000000.0,192.46,214.82,1.57,1.76,2.14,230.93,115.38,0.0175,0.0795,0.054000000000000006,20.526622733632088,1001.9348040600771,True,True,True,False,False,True,True
0,rol,Consumer Cyclical,Personal Services,48.68,0.61,80.79,0.131,0.2664,66.22,2069999999.9999998,39.71,44.14,0.73,0.89,1.09,49.55,30.72,0.08199999999999999,0.1351,0.17600000000000002,23.535050023771056,106.84043565164232,True,False,True,False,False,False,True
0,rop,Industrials,Specialty Industrial Machinery,415.27,15.57,27.03,0.0559,0.18489999999999998,55.01,5430000000.0,361.74,398.36,0.96,0.47,0.57,425.52,240.0,0.055,0.1906,0.086,127.73558116768804,225.1012726476298,True,True,True,False,False,False,False
0,rost,Consumer Cyclical,Apparel Retail,86.16,2.61,32.6,0.0725,0.307,223.37,14090000000.0,96.37,89.21,1.75,0.92,0.91,124.16,56.3,0.0556,0.1699,3.844,26.13772781838226,229.63844676431665,True,True,True,False,True,True,False
0,sbux,Consumer Cyclical,Restaurants,75.78,2.82,27.12,0.1013,,,26660000000.0,77.18,75.36,0.7,2.1,1.69,98.94,50.02,0.011200000000000002,0.1445,2.023,4.330621719051021,1649.8642208030546,True,True,True,False,True,False,True
0,schw,Financial Services,Capital Markets,34.94,2.39,14.16,0.0097,0.12539999999999998,27.6,10380000000.0,37.99,35.29,0.3,2.0,1.0,51.65,28.0,-0.05,0.2984,-0.078,-7.569824089226649,-561.5695105745785,True,True,True,False,True,False,False
0,see,Consumer Cyclical,Packaging & Containers,37.25,2.14,17.24,0.08349999999999999,,,4850000000.0,31.55,33.5,1.14,1.72,1.47,45.86,17.06,0.042,0.0183,0.064,8.331746457653743,347.08513622352547,True,True,True,False,True,False,False
0,shw,Basic Materials,Specialty Chemicals,620.02,17.34,36.07,0.0755,0.4794,350.1,18010000000.0,547.09,584.48,0.94,0.76,0.94,631.88,325.43,0.0793,0.21989999999999998,0.149,287.3056723931006,115.80499780445308,True,True,True,False,False,False,False
0,sjm,Consumer Defensive,Packaged Foods,108.14,6.84,15.92,0.0479,0.0965,70.61,7800000000.0,109.45,106.56,1.24,3.26,2.63,125.62,91.88,-0.0017000000000000001,0.099,0.022000000000000002,-0.9120883846365214,-11956.307110313124,True,True,True,False,True,True,False
0,slg,Real Estate,REIT—Office,46.44,2.8,16.75,0.0159,0.04190000000000001,114.66,1160000000.0,60.99,50.3,6.39,6.28,3.36,96.39,35.16,-0.1084,0.0275,-0.966,-20.244582835840564,-329.39469969113736,True,True,True,True,True,True,False
0,sna,Industrials,Tools & Accessories,141.75,11.74,12.4,0.1048,0.20420000000000002,34.97,4000000000.0,136.18,137.46,2.5,2.86,1.94,172.61,90.72,0.1,0.1201,0.17,87.87756181344203,61.303974615187244,True,True,True,False,True,True,True
0,snps,Technology,Software—Infrastructure,193.37,3.07,64.18,0.0501,0.1158,18.0,3400000000.0,159.58,192.97,0.95,,,204.9,104.9,0.152,0.11810000000000001,0.14400000000000002,200.45188635469447,-3.532960693701448,True,False,False,False,False,False,False
0,so,Utilities,Utilities—Regulated Electric,54.85,3.33,16.29,0.0305,0.11109999999999999,153.99,21020000000.0,58.61,54.36,0.99,4.52,4.59,71.1,41.96,0.0453,0.039599999999999996,0.048,13.300346247598286,312.3952788815897,True,True,True,True,False,False,False
0,spgi,Financial Services,Financial Data & Stock Exchanges,349.97,9.57,36.71,0.21539999999999998,1.2358,224.49,6910000000.0,295.5,336.54,1.24,0.68,1.06,359.5,186.06,0.084,0.2141,0.076,172.55240944758464,102.81953820315017,True,True,True,False,False,True,True
0,sre,Utilities,Utilities—Diversified,125.62,8.28,14.85,0.0274,0.1109,128.97,10960000000.0,130.42,122.22,0.44,3.14,2.86,161.87,88.0,0.0535,0.0317,0.07,36.1929567494273,247.08410498124817,True,True,True,False,True,False,False
0,ste,Healthcare,Medical Instruments & Supplies,156.35,4.76,33.13,0.0653,0.12369999999999999,37.7,3030000000.0,151.41,154.27,2.4,0.93,1.24,168.98,105.69,0.1,0.1283,0.21100000000000002,95.19554078217313,64.24088640639249,True,True,True,False,False,True,False
0,stt,Financial Services,Asset Management,62.35,6.24,10.07,0.0095,0.0984,,11820000000.0,64.07,63.62,,3.34,2.25,85.89,42.1,0.0183,0.0665,-0.016,5.896915297051133,957.332467216874,True,True,True,False,True,False,False
0,stx,Technology,Computer Hardware,48.04,6.78,7.31,0.09480000000000001,1.0462,232.59,10360000000.0,51.03,49.32,1.49,5.33,5.92,64.17,39.02,0.0913,0.0797,-0.008,26.846105888616677,78.94587840529223,True,True,True,True,False,True,False
0,stz,Consumer Defensive,Beverages—Wineries & Distilleries,179.85,0.29,616.86,0.0611,0.0072,107.0,8210000000.000001,172.13,179.38,1.94,1.67,1.12,212.0,104.28,0.0783,0.1848,0.128,80.97595633232567,122.10296506026413,True,False,True,False,True,True,False
0,swk,Industrials,Tools & Accessories,152.91,6.09,25.87,0.0462,0.109,77.93,14240000000.0,132.15,141.01,1.06,1.79,1.87,173.67,70.0,0.008199999999999999,0.0943,0.221,6.492550897328157,2255.1605896986684,True,True,True,False,False,False,False
0,swks,Technology,Semiconductors,131.61,4.55,30.04,0.1048,0.188,4.3,3230000000.0,111.34,130.4,5.83,1.34,1.4,139.88,67.9,0.1265,0.09820000000000001,0.192,110.02030158607795,19.623376870159426,True,True,True,False,False,True,True
0,syk,Healthcare,Medical Devices,198.83,5.69,34.68,0.0761,0.1745,83.13,14960000000.0,188.71,186.81,2.58,1.1,1.18,226.3,124.54,0.0524,0.11539999999999999,0.384,56.765173358902054,250.26758174925754,True,True,True,False,False,True,False
0,syy,Consumer Defensive,Food Distribution,54.94,2.65,20.34,0.0745,0.6146,558.2,59500000000.0,59.08,54.83,1.49,3.06,2.41,85.98,26.0,0.07400000000000001,0.1833,0.13,22.861962096928245,140.31183223500224,True,True,True,False,True,True,False
0,t,Communication Services,Telecom Services,29.57,1.64,17.83,0.0302,0.068,98.83,175140000000.0,32.54,30.31,0.81,7.0,5.58,39.7,26.08,0.0179,0.08929999999999999,0.025,2.6820111707432606,1002.5308291987958,True,True,True,True,True,False,False
0,tel,Technology,Electronic Components,87.27,2.09,43.12,0.0692,0.0736,52.59,13050000000.0,80.08,82.36,1.44,2.11,2.02,101.0,48.62,0.099,0.1112,0.305,53.750662358823554,62.36078993298955,True,True,True,False,True,True,False
0,tfc,Financial Services,Banks—Regional,37.74,,0.0,0.0097,0.071,,16090000000.0,40.42,38.02,,,2.93,56.92,24.01,-0.091,0.1,0.046,,,True,False,False,False,False,False,False
0,tfx,Healthcare,Medical Instruments & Supplies,387.66,11.7,32.89,0.049,0.1954,81.06,2610000000.0,349.06,366.85,3.6,0.35,0.63,398.65,221.27,0.1195,0.1517,0.355,288.5692295104062,34.33864749118043,True,True,True,False,False,True,False
0,tgt,Consumer Defensive,Discount Stores,123.71,5.4,22.72,0.0629,0.24780000000000002,149.51,80100000000.0,113.11,119.81,1.01,2.12,3.18,130.24,80.03,0.0373,0.10890000000000001,0.37200000000000005,24.37627729117611,407.50161118646855,True,True,True,False,False,False,False
0,tif,Consumer Cyclical,Luxury Goods,121.41,2.89,43.21,0.0473,0.1106,85.15,3980000000.0,127.38,121.43,3.21,1.91,2.06,134.42,78.6,0.0625,0.053399999999999996,0.98,43.7200203747623,177.6988641800469,True,True,True,False,False,True,False
0,tjx,Consumer Cyclical,Apparel Retail,52.89,1.38,37.63,0.0564,0.34130000000000005,348.3,36850000000.0,53.33,52.47,2.2,1.3,1.39,64.95,32.72,0.0443,0.10679999999999999,5.095,12.426496725822998,325.6227733926927,True,True,True,False,False,True,False
0,tmo,Healthcare,Diagnostics & Research,406.38,9.24,44.75,0.0487,0.1265,71.34,26250000000.0,333.93,370.76,2.62,0.2,0.33,420.99,250.21,0.1104,0.1305,0.094,281.32594405363085,44.451661352118066,True,True,True,False,False,True,False
0,tmus,Communication Services,Telecom Services,104.93,4.06,26.01,0.0481,0.1273,152.95,45030000000.0,92.6,105.39,0.64,,,111.58,63.5,0.032,0.4878,0.35700000000000004,17.81033127156168,489.15243293394025,True,True,False,False,False,False,False
0,trow,Financial Services,Asset Management,133.97,8.02,16.72,0.1873,0.255,2.33,5750000000.0,119.3,126.79,2.2,2.37,2.69,139.82,82.51,0.0195,0.1471,0.095,13.44148079217606,896.6907818518066,True,True,True,False,False,True,True
0,trv,Financial Services,Insurance—Property & Casualty,118.28,7.06,16.52,0.0139,0.07,27.45,31380000000.0,114.2,116.28,0.41,2.8,2.27,153.65,76.99,0.0255,-0.0755,0.191,15.472732540533189,664.4415728776249,True,True,True,False,True,False,False
0,tsco,Consumer Cyclical,Specialty Retail,146.53,5.82,24.56,0.096,0.4251,196.24,9310000000.0,104.84,132.69,1.4,0.96,1.3,154.48,63.89,0.1335,0.1255,0.018000000000000002,123.1225536170114,19.011501707315514,True,True,True,False,False,True,False
0,tsn,Consumer Defensive,Farm Products,60.82,5.37,11.36,0.0556,0.1407,86.75,43470000000.0,65.77,60.83,1.61,2.61,1.46,94.24,42.57,0.1405,0.1646,0.305,56.07421150164004,8.463406566530418,True,True,True,False,True,True,False
0,tt,Industrials,Specialty Industrial Machinery,103.76,,0.0,0.0709,0.20350000000000001,104.21,16440000000.000002,102.19,94.01,1.55,,1.88,146.85,70.0,0.021,0.1594,0.35,,,True,False,False,False,False,True,False
0,ttwo,Communication Services,Electronic Gaming & Multimedia,156.02,3.54,44.98,0.057800000000000004,0.1766,6.98,3090000000.0,127.73,144.34,1.71,,,160.26,100.0,0.1332,0.1066,0.42200000000000004,136.7645167829197,14.079297518115519,True,True,False,False,False,True,False
0,txn,Technology,Semiconductors,129.63,5.33,24.8,0.1911,0.626,88.91,13690000000.0,119.45,128.52,3.92,2.68,2.46,137.65,93.09,0.1,0.20329999999999998,0.064,79.79342495155811,62.45699451890583,True,True,True,False,True,True,True
0,tyl,Technology,Software—Application,357.19,4.12,87.18,0.0475,0.10859999999999999,1.28,1120000000.0,327.54,350.45,1.6,,,382.92,228.54,0.1,0.203,0.083,216.82147645388673,64.73921580179196,True,False,False,False,False,True,False
0,ua,Consumer Cyclical,Apparel Manufacturing,9.83,-1.15,0.0,0.0116,-0.2889,144.29,4990000000.0,10.83,8.94,1.7,,,24.45,6.37,,,,,,True,False,False,False,False,True,False
0,uhs,Healthcare,Medical Care Facilities,108.08,8.2,13.34,0.06480000000000001,0.133,75.55,11400000000.0,110.02,96.75,1.09,0.65,0.36,157.06,65.2,0.11349999999999999,0.102,0.5670000000000001,76.9871946437785,40.3869831860852,True,True,True,False,True,False,False
0,ulta,Consumer Cyclical,Specialty Retail,203.71,7.57,26.25,0.0706,0.23550000000000001,159.0,6830000000.0,227.44,209.28,2.49,,,355.36,124.05,0.042199999999999994,0.2807,1.579,45.107309899464894,351.6119459440799,True,True,False,False,False,True,False
0,unm,Financial Services,Insurance—Life,18.13,4.73,3.83,0.0139,0.10400000000000001,33.81,11880000000.0,19.19,17.0,7.16,6.29,2.73,33.2,9.58,0.09,0.1075,0.038,9.648082621228145,87.91298449403364,True,True,True,True,True,True,False
0,unp,Industrials,Railroads,176.12,8.06,21.95,0.0818,0.3214,180.82,20200000000.0,163.39,171.18,0.96,2.2,2.2,188.96,105.08,0.0683,0.1092,0.175,68.47563961199306,157.20095642473376,True,True,True,False,False,False,False
0,ups,Industrials,Integrated Freight & Logistics,118.35,4.94,24.5,0.0583,1.2633,955.12,74970000000.0,103.01,112.0,1.22,3.29,3.13,125.31,82.0,0.045899999999999996,0.0908,0.281,30.104108970254185,293.1357015646649,True,True,True,False,True,True,False
0,uri,Industrials,Rental & Leasing Services,160.88,15.37,10.63,0.0747,0.3344,338.49,9360000000.0,131.43,152.57,1.11,,,170.04,58.85,0.071,0.2418,0.23600000000000002,66.09233954222078,143.41701491324486,True,True,False,False,False,False,False
0,usb,Financial Services,Banks—Regional,36.92,3.2,11.31,0.0103,0.09970000000000001,,19370000000.0,40.59,37.37,,4.55,2.56,61.11,28.36,0.0223,0.0818,0.184,4.172062784104321,784.9339501952429,True,True,True,True,True,False,False
0,v,Financial Services,Credit Services,195.15,5.56,35.44,0.1402,0.3625,53.43,23890000000.0,186.52,194.47,1.25,0.59,0.63,214.17,133.93,0.1058,0.2193,0.16899999999999998,127.30800382335562,53.289655119231604,True,True,True,False,False,True,True
0,var,Healthcare,Medical Instruments & Supplies,127.16,2.52,52.82,0.0786,0.1285,35.15,3330000000.0,123.12,121.98,1.28,,,150.06,89.62,0.099,0.022099999999999998,0.387,79.3885225630322,60.17428703127536,True,False,False,False,False,True,False
0,vfc,Consumer Cyclical,Apparel Manufacturing,59.9,1.7,35.86,0.07490000000000001,0.16440000000000002,155.22,10490000000.0,65.93,61.36,1.66,3.17,2.39,100.25,45.07,0.06,-0.0040999999999999995,1.306,20.38736453994028,193.80943222284418,True,True,True,False,True,True,False
0,vlo,Energy,Oil & Gas Refining & Marketing,57.98,1.03,56.39,0.016200000000000003,0.0416,64.67,100530000000.0,63.82,59.23,1.31,6.35,3.7,101.99,31.0,0.0483,-0.0867,3.036,15.275270034032207,279.5677580221149,True,False,True,True,True,True,False
0,vmc,Basic Materials,Building Materials,127.28,4.61,27.8,0.0529,0.11449999999999999,57.55,4980000000.0,118.23,119.98,2.68,1.0,0.77,152.49,65.56,0.0776,0.19519999999999998,0.09300000000000001,57.41308439979755,121.69162540316125,True,True,True,False,True,True,False
